OID_COPY_1,Canopy_Damage_Percent_MEAN,Soil_Burn_Severity_MEAN,RBR_MEAN
861,58.35555,1.259349,39.45744
862,40.18941,1.298701,170.1107
863,78.8872,1.370588,75.84135
865,9.675923,1.203526,460.9147
866,55.50117,1.592233,75.93394
867,57.59268,1.350404,31.02591
868,98.89381,1.103896,-0.51487
869,44.80788,1.572917,9.697237
870,82.64496,1.539877,347.6724
871,21.30955,1.27957,101.4622
872,11.11257,1.088825,131.1285
873,54.77345,1.194444,236.4237
874,89.21338,2.023729,356.8205
875,47.8665,1.673877,224.2044
876,100,2.8,13.54695
877,59.48491,1.208571,181.2578
878,79.28967,1,66.27054
879,90.60379,1.678967,201.3754
880,100,1.176796,93.05977
881,31.65616,1.401361,132.3023
882,54.42118,1.225564,90.07795
883,84.42201,1.964912,85.18113
884,34.99359,1.273292,172.1429
885,41.62589,1.36,465.6794
886,83.68399,1.797297,105.3268
887,1.453693,1.015625,31.5525
888,46.80753,1.347639,32.34414
889,83.84646,1,95.15514
890,100,2.985075,102.0243
891,34.69442,1.411765,141.6539
892,7.416803,1.204819,204.973
893,96.07267,2.43609,62.70896
894,51.51529,1.423913,177.684
895,42.70606,1.139394,225.9704
896,53.73621,1.045704,241.5515
897,38.8376,1.326923,277.3665
898,22.26747,1.23,10.15672
899,9.486069,1.542105,60.61433
900,97.88258,2.087674,92.37518
901,96.64275,2.449045,126.3714
902,49.79155,1.518182,121.7106
903,35.61293,1.617647,125.2565
904,100,2.765957,171.2434
905,57.92321,1.739726,85.30258
906,46.07628,1.283582,50.13334
907,24.54723,1.072464,42.50315
908,26.54389,1.399103,197.346
909,64.81618,1.511579,156.3228
910,59.31217,1.25,620.092
911,100,2.862069,131.8621
912,32.4403,1.125,28.74965
913,2.685368,1.211111,130.1577
914,99.58571,2.808824,299.6174
915,80.74828,1.666667,79.15294
916,95.44658,2.243755,62.99401
917,61.98865,1.282609,180.2679
918,78.94187,1.688889,66.74756
919,54.67388,1.325301,70.21983
920,20.16199,1.196429,108.412
921,14.19632,1.152542,21.91525
922,17.16503,1.480916,146.8711
923,99.80285,2.966667,294.2851
924,13.5784,1.061765,501.512
925,11.50565,1.093117,290.9538
926,62.24723,1.797753,75.66059
927,22.74083,1.03681,434.9148
928,41.13977,1.339713,74.20881
929,8.717386,1.007463,125.8743
930,84.76201,1.23116,225.1854
931,30.84937,1.162602,71.00542
932,98.27151,2.736111,94.46039
933,16.87807,1.296552,110.5788
934,90.44885,1.088889,443.3054
935,29.35613,1.264516,303.9708
937,90.32258,1,198.197
938,57.86367,1.32,58.41718
939,76.5552,1.877256,399.7745
940,1.237113,1.038462,226.208
941,43.52783,1.186275,134.5137
942,64.72234,1.069444,19.99829
943,51.13497,1.24,74.8615
944,10.26575,1.078947,105.4004
945,99.60656,2.606071,34.19044
946,96.83154,2.440242,619.0932
947,26.43098,1.019608,189.079
948,61.24635,1.394958,-7.48885
949,100,1.721311,617.8335
950,69.82869,1.765625,163.3351
951,88.76336,1.045455,429.5448
952,98.86339,2.676433,35.51109
953,71.19333,1.637931,81.97674
954,54.05336,1.401163,122.6613
955,68.21857,1.396552,60.10304
956,92.86658,1,85.69162
957,99.58385,1.027397,65.90825
958,44.23438,1.100536,607.0089
959,79.50913,1,37.12317
960,31.85459,1.219321,67.70039
961,47.96651,1.452381,231.2659
962,100,3.049801,44.83378
963,18.56495,1.945455,113.9743
964,29.12088,1.893617,45.24345
965,97.57674,2.857143,260.0787
966,78.46344,1.134078,78.97189
967,81.41104,1.45977,421.0005
968,62.69806,1.754673,87.38718
969,98.01049,3,124.9799
971,71.06556,1.572917,112.5374
972,73.70457,1.477778,100.8873
973,59.40722,1.040541,182.1003
974,85.64576,1,103.2303
975,25.59594,1.215625,215.1306
976,34.08384,1.647059,34.13418
977,49.30943,1.572254,86.20447
978,34.18071,1.109091,233.4985
979,98.22722,2.55857,95.69426
980,99.11461,2.618341,68.66584
981,39.89586,1.38172,543.3182
982,99.84104,2.533333,418.1081
983,97.18849,2.650602,28.55932
984,17.39403,1,119.1018
985,53.85732,1,160.0687
986,11.42981,1.112583,133.5375
987,80.33749,1.304348,208.5555
988,7.366393,1.204117,535.9613
989,2.941177,1,149.4751
990,31.19019,1.185804,108.6871
991,17.90195,1.166667,134.7888
992,59.34657,1.561644,0.649596
993,55.13296,1.415584,149.8842
994,88.24561,2.133858,116.7057
995,11.89167,1.154362,119.0219
996,41.20901,1.183544,94.53457
997,59.3714,1,78.47031
998,95.04811,2.031414,692.0649
999,54.70107,1.059908,130.7756
1000,76.6347,1.743017,131.141
1001,23.89673,1.6,410.6465
1002,29.62826,1.260054,217.1438
1003,83.34026,1,166.5249
1004,31.50335,1.125,130.1175
1005,33.22835,1.194444,632.5621
1006,40.74288,1.512821,96.2473
1007,81.73523,1.414729,105.7274
1008,66.02263,1.161905,213.8682
1009,75.09857,1.97654,145.7792
1010,41.10444,1.176471,121.8065
1011,44.17914,1.843284,101.7689
1012,100,2.735484,114.7105
1013,73.01873,1.244898,165.3951
1014,100,3,94.28536
1015,76.93474,1.585366,529.9802
1016,93.06962,1.575377,445.5954
1017,62.14212,1.071429,99.32835
1018,19.76363,1.102662,514.4498
1019,0.017036,1,456.5389
1020,62.43628,1.460526,38.14222
1021,92.47555,1.89083,57.62943
1022,52.34819,1.618026,8.086298
1023,27.79348,1,211.6115
1024,46.86927,1.481894,15.57597
1025,40.90667,1.309066,36.58219
1026,35.17514,1.07767,58.90534
1027,59.70736,1.013333,-3.48894
1028,75.7685,1,95.62138
1029,71.75286,1.563218,115.2333
1030,100,3.00565,269.0113
1031,43.47251,1.974468,58.18188
1032,10.17648,1.04321,111.7332
1033,41.32287,1.827957,91.54902
1034,97.89671,2.25,399.1631
1035,35.92161,1.165179,129.1138
1036,51.604,1.210526,392.1365
1037,52.19697,1.037037,22.56263
1038,36.95562,1.228814,70.56004
1039,55.90761,1.038462,79.0411
1040,50.54431,1.566434,134.6412
1041,42.90121,1.094828,106.8582
1042,52.62826,1.134735,69.53091
1043,24.91794,1.214286,275.9631
1044,67.03886,2.039634,195.8375
1045,56.97674,1.679487,197.1423
1046,99.80013,1.87,172.1312
1047,99.61484,2.760638,128.5258
1048,13.02611,1.075356,577.0793
1049,77.56457,1,158.9204
1050,29.16031,1.058824,626.2556
1051,17.39526,1.113924,149.3229
1052,18.71463,1.26749,251.4101
1053,51.05319,1.056604,181.692
1054,98.07647,2.342105,60.43621
1055,65.48041,1.891753,7.802031
1056,99.40807,2.780303,153.9317
1057,66.69058,1.033333,212.0354
1058,99.30063,3.225503,99.8863
1059,3.722039,1,122.1838
1060,60.86957,1.054545,129.4084
1061,15.69221,1.145161,129.3027
1062,69.50971,1.854545,57.29666
1063,58.30998,1.490463,69.97607
1064,30.32334,1.148936,152.3957
1065,33.56842,1.052632,331.7722
1067,50,1,658.3986
1069,46.66526,1.346667,138.6394
1071,96.90409,2.445969,65.96757
1072,56.91983,1.236842,294.661
1073,43.19349,1.254545,399.6718
1074,45.24355,1.972678,75.64703
1075,68.9766,1.702703,92.09233
1076,47.74073,1.63806,99.25314
1077,3.584329,1,30.65471
1078,28.06699,1.358974,221.6531
1079,96.64502,2.668354,115.3338
1080,49.55728,1.040609,154.5051
1081,27.41616,1.412134,248.8294
1082,36.99965,1.117647,122.8223
1083,13.47873,1.471698,213.9187
1084,33.73494,1.142857,195.4609
1085,99.08409,2.760521,305.8202
1086,100,2,607.4925
1088,57.69623,1.014085,38.63076
1089,38.78648,1.19661,162.8963
1090,4.085545,1.202597,51.46821
1091,100,2.34104,47.48922
1092,63.83588,1.507937,53.24691
1093,20.37553,1.632911,159.7977
1094,25.7738,1.064815,437.8771
1095,85.62577,1,168.7869
1096,49.18129,1.080645,481.4207
1097,6.87169,1.214876,297.9907
1098,96.25802,2.092784,667.0084
1099,15.77503,1.295455,26.82368
1100,28.93036,1.251497,163.296
1101,44.65241,1.786667,200.7163
1102,23.73349,1,114.4624
1103,50.89018,1,101.6378
1104,69.40307,1,72.79799
1105,51.8497,1.144578,139.5561
1106,100,2.990868,264.0443
1107,100,2.154762,250.0375
1108,97.74292,2.184466,78.70188
1109,7.562117,1,224.4013
1110,6.060606,1,226.5901
1111,86.54623,1.493902,500.4109
1112,57.02365,1.09913,139.4564
1113,9.407247,1.945313,128.5727
1114,48.07692,1.72028,149.4763
1115,81.31708,1.605839,143.2828
1116,71.2636,1.622951,171.79
1117,78.78594,1.584906,31.75522
1119,97.99708,2.543548,67.17722
1120,95.78732,1.596154,399.2217
1121,63.78183,1.833333,53.17397
1123,76.42276,1.2,110.1134
1124,30.34789,1.495868,97.36961
1125,92.37693,1.789855,134.0747
1126,55.41243,1.071749,47.50835
1127,42.42633,1.02381,501.1791
1128,78.62851,1.2,229.4454
1129,30.4379,1.204545,25.85186
1130,71.53931,1.300971,177.9601
1131,64.1929,1.468254,84.99353
1132,99.80502,2.924433,26.73139
1133,53.444,1.054054,458.507
1134,29.17792,1,287.0757
1135,69.74033,2,120.4835
1136,65.97853,2.071429,56.98882
1137,12.68842,1.297872,177.7658
1138,98.46519,2.190217,223.8351
1139,77.10076,1.376623,48.50904
1140,15.15726,1.365854,360.1026
1141,7.024315,1.026846,103.7055
1142,2.421839,1.035052,118.0318
1143,51.32144,1.751938,136.0371
1144,45.93668,1,38.27536
1145,77.13561,1.013158,41.83631
1146,86.96472,1.152778,158.9428
1147,16.59372,1.159574,126.7243
1148,54.87507,1.13615,620.4672
1149,39.50071,1.15625,260.7124
1150,73.62221,1.211538,237.6215
1151,44.67986,1.208333,90.31575
1152,96.29951,1.599388,49.0836
1153,28.38273,1.989011,143.883
1154,50.0041,1.683168,163.4832
1155,59.52887,2.025641,143.5171
1156,100,2.655172,129.7401
1157,35.69764,1.114525,145.9562
1158,69.09373,1,130.701
1159,51.56112,1.717647,147.2153
1160,99.06972,2.53229,25.06317
1161,16.28959,1.267606,548.9389
1162,36.54789,1.286364,193.7821
1163,76.08843,1.147727,93.32365
1164,66.70507,1.044944,60.9465
1165,87.43308,1.575397,218.4929
1166,100,2.810056,86.44275
1167,73.85022,1.96,180.0955
1168,43.09087,1.438272,174.4743
1169,50.08237,1.129412,175.2208
1170,10,1.073684,149.7953
1171,13.31031,1.167665,53.07404
1172,13.28448,1,203.8683
1173,98.58898,1.428571,226.164
1174,1.193491,1,531.4371
1176,12.93026,1.140625,106.2184
1177,15.86128,1.0625,77.42303
1178,24.03651,1.304348,152.5606
1179,46.10367,1.777778,162.4605
1180,48.74019,1.213115,66.52781
1181,17.54417,1.403361,292.979
1183,69.94253,1.584615,154.4012
1184,55.69823,1.379032,30.86398
1185,34.92236,1.561404,26.50396
1186,49.96027,1.072464,8.824135
1187,31.50368,1.269006,134.8964
1188,65.51784,1.694444,116.8878
1189,10.24637,1.261261,122.8094
1190,85.15253,1.367647,148.3377
1191,99.93079,3.017959,28.23558
1192,67.52572,1.214765,211.1507
1193,26.01235,1.060377,225.5629
1194,78.58801,2.155779,59.14999
1195,99.15214,3.151751,140.314
1196,96.15248,2.049419,226.4813
1197,27.97594,1,140.5839
1198,1.23292,1,133.0936
1199,100,2.942652,143.015
1200,60.9026,1.306667,576.1083
1201,100,2.232053,98.37216
1202,70.40449,1.524272,35.39556
1203,34.89589,1.207254,108.667
1204,80.28916,1.556338,466.0494
1205,72.16356,1.841667,21.93873
1206,10.88022,1.022599,104.8505
1207,12.33115,1.203947,162.5323
1208,43.9,1.211073,1.95421
1209,10.07724,1,251.703
1210,21.63183,1.05,546.078
1211,57.18167,1.136842,273.826
1212,75.78698,1.048193,164.5874
1213,32.79211,1.612245,77.0999
1214,12.62441,1.121622,131.3644
1215,26.62197,1.942857,48.24223
1216,73.79447,1.297872,8.783772
1217,85.08534,1.404255,226.7619
1218,53.1649,1.926829,11.58976
1219,46.282,1.345382,-18.0498
1220,100,1.686869,12.22857
1221,21.20823,1,22.38838
1222,99.88716,3.031161,67.58953
1223,59.23913,1,75.65624
1224,10,1.019417,105.6777
1226,65.02208,1.812227,177.1851
1227,85.05065,1.580786,14.26309
1228,55.96032,1.482759,146.1926
1229,42.43427,1.255319,110.9496
1230,74.55701,1.586466,101.2956
1231,4.608036,1.046512,111.0184
1232,44.39016,1.769231,101.0513
1233,92.29625,1.707661,230.5643
1234,7.31274,1.34058,-10.7649
1235,78.85388,1.087121,208.1759
1236,52.17475,1.104167,671.138
1237,66.83936,1.156648,230.7136
1238,40.15627,1.394737,97.91269
1239,52.97431,1.089744,202.8091
1240,26.45343,1.217391,632.8113
1241,67.65228,1,416.5723
1242,19.70665,1.382813,103.2831
1243,18.93892,1.147541,5.790573
1244,72.48708,1.248062,522.9452
1245,36.07233,1.138462,61.49316
1246,59.02954,1.669388,503.0127
1247,16.3588,1.075812,147.249
1248,81.33719,1.230958,14.201
1249,88.02682,1.3,139.9404
1250,60.79248,1.270992,130.6328
1251,77.92208,1.716216,10.79888
1252,20.35563,1.80663,44.09125
1253,28.45379,1.553488,72.32695
1254,18.60824,1.440367,20.33569
1255,100,2.103093,105.0755
1256,53.67064,1.679219,95.41062
1257,50.14829,1.397059,86.37205
1258,31.40451,1.514124,85.83569
1259,76.06735,1.17316,20.04051
1260,90.39535,1.795455,131.4896
1261,51.98332,1.159664,130.6568
1262,85.56911,1.326241,247.9732
1263,96.24809,1.338028,126.5627
1265,41.45299,1.12069,128.6018
1267,10.64975,1.576923,276.9522
1268,55.23245,1.139785,24.23229
1269,77.29282,1.12766,642.8845
1270,30.53302,1.086957,39.46648
1271,94.00263,1.307692,57.83376
1272,6.712533,1.105263,-18.4308
1273,48.8278,1.102899,175.2267
1274,60.01265,1.25,271.1131
1275,32.07879,1.188953,93.77381
1276,90.7912,1.787097,114.1396
1277,100,2.921173,103.58
1278,17.7458,1.343137,6.51335
1279,26.86813,1.125,99.54467
1280,62.25045,1,199.2854
1281,37.62066,1.453552,51.18923
1282,74.99157,1.7,147.2309
1283,56.2275,1.509375,94.56807
1284,75.40013,1.422222,151.1067
1285,36.74027,1.440994,182.4331
1286,50.16488,1.486014,152.88
1287,32.13257,1.186916,113.8814
1288,99.31728,1.810309,22.04814
1289,56.84744,1.253086,54.32158
1291,33.61361,1.247312,47.90049
1292,30.14011,1.118421,184.488
1293,27.1618,1.223301,65.63183
1294,66.27632,1.48503,110.5438
1295,54.72743,1.197674,65.71281
1296,40.36818,1.081633,246.603
1297,81.97795,1.638298,165.6189
1298,67.34344,1.576419,247.9889
1299,69.61268,1.032967,175.2324
1300,58.92001,1.142857,116.9092
1301,99.94949,2.730509,64.89345
1302,22.87781,1.75,119.6641
1303,71.6246,1.608247,204.5551
1304,99.98919,2.153664,112.979
1305,23.95735,1.111111,78.27625
1306,79.32664,1.597015,100.6452
1307,28.86008,1.048193,207.5656
1308,21.11045,1.274583,137.7988
1309,10.59151,1,74.65086
1310,56.52628,1.534351,249.0656
1311,3.665134,1,65.14677
1312,46.94794,1.172897,-1.37011
1313,10.01828,1.050633,58.97841
1314,86.7907,1.5,0.711374
1315,55.25433,1.825112,45.27271
1317,26.04651,1,75.69994
1318,56.73584,1.046512,158.0169
1319,93.65606,1.235294,105.0701
1320,82.04686,1.90535,109.0021
1321,18.01086,1.085,3.743436
1322,47.94103,1.26501,172.3955
1323,26.5701,1.408163,196.8352
1324,89.63415,1.240964,70.15488
1325,98.02176,1.897959,260.313
1326,91.364,1.925,654.7892
1327,22.70455,1.156028,31.77508
1328,35.20051,1.178174,-14.4183
1329,86.49805,1.075472,87.05797
1330,32.48408,1.087719,114.3736
1331,26.18635,1.181818,139.485
1332,98.79784,1.91411,82.66369
1333,98.73049,3,125.9536
1334,10.82994,1.235849,45.22649
1335,54.86283,1.084291,129.5876
1336,100,1.086022,57.19594
1337,58.68289,1.555556,369.988
1338,100,2.467133,162.9756
1339,94.60767,1.87037,3.267622
1340,17.15244,1.028689,147.0555
1341,99.60357,2.564069,167.4823
1342,35.80919,1.245763,130.6785
1343,26.77974,1.058824,123.8445
1344,99.81043,1.765625,59.96803
1345,45.15705,1.017699,70.76822
1346,48.35852,1.458333,152.3563
1347,17.58903,1.40625,123.8429
1348,100,3,-1.53131
1349,58.62671,1.189873,43.41576
1350,43.75332,1.357576,551.8193
1352,12.84508,1.02381,107.5492
1353,100,2.048,209.9089
1355,52.36448,1.067606,404.2539
1356,48.71911,1,50.68376
1357,24.21092,1.028169,147.394
1358,12.44696,1,64.23725
1359,25.3994,1.26,70.26238
1360,23.46311,1.12069,38.60736
1361,26.53562,1.148536,123.3918
1362,80.56645,1.644444,37.78302
1363,59.41385,1.3,82.2756
1364,2.016769,1.075758,67.26769
1365,49.18075,1.689189,91.04517
1366,7.61633,1.211268,116.5333
1367,70.26621,1.171756,2.99343
1368,51.71523,1.254386,27.42601
1369,62.09706,1.690476,133.675
1370,15.93618,1.060241,132.4973
1371,0,1,118.3246
1372,6.149733,1,85.17878
1373,94.41821,1.177215,195.3768
1374,32.38779,1.060606,6.84465
1375,71.3665,1.580357,107.6734
1376,50.7874,1,175.3482
1377,94.357,2.504655,209.042
1378,33.84522,1.120301,48.59938
1379,16.84421,1.034965,94.75676
1380,63.97555,1.366337,200.2887
1381,16.59446,1.086957,39.54793
1382,32.76347,1.196347,43.07901
1383,8.502582,1,248.9633
1384,38.51485,1.121622,615.3979
1385,93.73437,1.24109,2.772582
1386,42.45715,1.16129,93.1657
1387,72.09558,1.1125,202.7211
1388,24.38734,1.120609,115.5587
1389,35.18994,1.228571,499.9533
1390,38.9528,1.347826,126.0372
1391,81.76776,1.664286,72.95417
1392,45.97761,1.032258,499.2975
1393,15.63131,1.097222,100.2703
1394,57.92142,1.102941,115.287
1395,100,2.126214,139.8662
1396,30.04673,1.085106,87.59581
1397,59.9991,1.350746,112.7235
1398,50.71207,1.139665,99.9038
1399,72.99475,1.057377,551.3109
1400,50.58289,1.363636,238.2373
1401,5.584998,1.021277,16.97507
1402,29.47337,1.318584,-17.2886
1403,24.33407,1.297189,22.32195
1405,16.14753,1,259.0095
1406,3.497369,1.126761,-23.3479
1407,50.31668,1.126866,138.2385
1408,41.91446,1.258427,103.5203
1409,73.00654,1.161677,17.51278
1410,72.73713,1.215278,32.81796
1411,100,2.995763,32.90767
1412,31.54935,1.106061,46.75159
1413,65.19237,1.4,70.711
1414,85.79037,2.164286,80.96335
1415,23.81673,1.184211,17.42892
1416,2.367874,1.037807,28.14356
1417,77.88737,1.98,181.0125
1418,82.30694,1.602941,96.54786
1419,50.28536,1.605263,111.5008
1420,93.3348,2.582524,138.9275
1421,49.27704,1.018182,332.8872
1422,52.10728,1,54.09818
1423,60.8627,1.454545,0.174299
1424,34.37058,1.556818,8.332986
1425,79.6209,1.35828,76.9507
1426,94.98545,1.694915,91.1839
1427,100,1.837838,113.4474
1428,98.70279,1.869318,24.97615
1429,34.95292,1.216092,268.6089
1430,9.349671,1.210728,166.8582
1431,50.18979,1.206897,96.70168
1432,77.26802,1.132013,171.601
1433,94.79783,1.403361,55.16014
1434,37.02738,1.414634,95.22576
1435,98.78581,2.086869,44.6219
1436,98.90788,2.343101,0.373056
1437,55.85377,1.150183,216.0189
1438,1.944302,1,161.122
1439,78.08878,1.197183,214.4806
1440,62.43568,1.26257,71.88359
1441,34.64106,1.35,37.24307
1442,26.70629,1.161458,92.88228
1443,86.83862,1.843137,141.7693
1444,100,2.668571,202.4393
1445,33.89387,1.294118,2.731761
1446,50.64726,1.875969,26.00231
1447,98.85129,2.64,445.6255
1448,98.99356,1.050562,36.86234
1449,98.27893,2.654545,94.26362
1450,1.773117,1.027778,181.8
1451,37.69341,1.17033,203.4341
1452,51.27216,1.206349,175.8694
1453,99.94518,3.130194,93.47033
1454,97.05304,2.824752,64.73932
1455,97.2266,2.833575,42.24169
1456,99.90033,2.992126,102.0773
1457,28.53931,1.114391,32.14703
1458,13.35845,1.119048,-15.1885
1459,21.61656,1,36.10198
1460,22.63086,1.350962,40.55503
1461,64.10835,1.825397,117.3221
1462,75.18415,1.981308,90.97035
1463,42.46601,1.583333,553.7312
1464,54.13659,1,149.7294
1465,25.63628,1.037099,93.26024
1466,100,2.672535,280.4677
1467,57.34162,1.370518,82.92116
1468,71.45831,1.73913,43.77471
1469,25.5409,1.091195,257.7108
1470,17.78771,1,124.2607
1471,32.65941,1.103734,117.5725
1472,21.51721,1.012821,418.3778
1473,11.91655,1.042135,64.28197
1474,69.9258,1.890909,18.4572
1475,27.42045,1,126.3113
1476,87.41272,1.522727,132.8496
1477,16.90952,1.372093,131.6021
1478,9.248381,1,201.345
1479,0.951199,1.016064,246.3614
1480,79.00878,1.413502,274.2353
1481,100,2.342857,248.6477
1482,74.51742,1.207843,25.03071
1483,100,1.206061,115.6326
1484,13.8876,1.023952,155.3661
1485,32.87397,1.262222,146.7847
1486,39.10086,1.235182,143.7263
1487,95.68977,2.230032,395.6346
1488,77.47042,1.133929,309.0371
1489,57.25602,1.395604,78.98422
1490,35.20453,1.037736,-11.487
1491,60.16907,1.169118,195.0604
1492,85.97848,1.202703,129.1783
1493,85.73779,1.177778,78.2198
1495,63.82346,1.308252,70.17969
1496,100,1.416667,337.6386
1497,48.58819,1.310204,528.9423
1498,25.36473,1.131429,120.6678
1499,47.83302,1.121951,177.5191
1500,73.39772,1.250965,386.1904
1501,25.93503,1.364341,93.94889
1502,13.51318,1.151515,404.8744
1503,79.36914,1.048387,40.43906
1504,91.47436,1.666667,-2.59863
1505,59.52802,1.527027,48.82769
1506,49.41382,1.626822,595.217
